AREA,HOLE,r,theta,Y,X
RIM,R1,10.15,4.101523742,-8.31439325,-5.821800829
RIM,R1,10.175,4.110250388,-8.385483969,-5.763183461
RIM,R1,10.25,4.118977035,-8.497635119,-5.731727261
RIM,R1,10.35,4.127703681,-8.630718258,-5.712547798
RIM,R1,10.25,4.136430327,-8.596373321,-5.582550109
RIM,R1,10.225,4.145156973,-8.623677533,-5.493888495
RIM,R1,10.125,4.15388362,-8.586486974,-5.36543255
RIM,R1,10.175,4.162610266,-8.675613672,-5.316422896
RIM,R1,10.1,4.171336912,-8.657389737,-5.201884557
RIM,R1,10.075,4.180063559,-8.680913791,-5.113449007
RIM,R1,10,4.188790205,-8.660254038,-5
RIM,R1,10.1,4.197516851,-8.790592529,-4.973477957
RIM,R1,10.15,4.206243497,-8.877390027,-4.920817646
RIM,R1,10.125,4.214970144,-8.898023266,-4.831232448
RIM,R1,10.25,4.22369679,-9.050212827,-4.812083519
RIM,R1,10.35,4.232423436,-9.180562123,-4.779098147
RIM,R1,10.3,4.241150082,-9.177367199,-4.676102147
RIM,R1,10.25,4.249876729,-9.173077206,-4.573527584
RIM,R1,10.175,4.258603375,-9.145229421,-4.460426419
RIM,R1,10.2,4.267330021,-9.2063699,-4.391213187
RIM,R1,10.225,4.276056667,-9.266997122,-4.321271726
RIM,R1,10.3,4.284783314,-9.37260109,-4.271340399
RIM,R1,10.275,4.29350996,-9.386679577,-4.179219008
RIM,R1,10.12,4.302236606,-9.280647953,-4.035340578
RIM,R1,10.2,4.310963252,-9.389149505,-3.985457511
RIM,R1,10.075,4.319689899,-9.30808629,-3.855535581
RIM,R1,10.05,4.328416545,-9.318197738,-3.764796264
RIM,R1,10,4.337143191,-9.30417568,-3.665012267
RIM,R1,10.05,4.345869837,-9.382483286,-3.601597893
RIM,R1,10.075,4.354596484,-9.436972307,-3.528339366
RIM,R1,10.2,4.36332313,-9.584864732,-3.488605462
RIM,R1,10.25,4.372049776,-9.662075284,-3.421520307
RIM,R1,10.1,4.380776423,-9.549737614,-3.28823836
RIM,R1,10.175,4.389503069,-9.649193192,-3.228574879
RIM,R1,10.3,4.398229715,-9.795882118,-3.182875042
RIM,R1,10.325,4.406956361,-9.847127516,-3.10478738
RIM,R1,10.2,4.415683008,-9.754308511,-2.982191388
RIM,R1,10.225,4.424409654,-9.803931789,-2.9040569
RIM,R1,10.1,4.4331363,-9.708743129,-2.783937294
RIM,R1,10.05,4.441862946,-9.684486055,-2.68574568
RIM,R1,10.15,4.450589593,-9.804147137,-2.627013308
RIM,R1,10.175,4.459316239,-9.850902241,-2.547616541
RIM,R1,10.25,4.468042885,-9.945531194,-2.47969943
RIM,R1,10.35,4.476769531,-10.06402868,-2.416159516
RIM,R1,10.25,4.485496178,-9.987293164,-2.305748307
RIM,R1,10.225,4.494222824,-9.982626673,-2.213095053
RIM,R1,10.125,4.50294947,-9.903744457,-2.10510587
RIM,R1,10.175,4.511676116,-9.97073387,-2.028568733
RIM,R1,10.1,4.520402763,-9.914434553,-1.927170853
RIM,R1,10.075,4.529129409,-9.906293194,-1.836022919
RIM,R1,10,4.537856055,-9.84807753,-1.736481777
RIM,R1,10.1,4.546582701,-9.961484576,-1.666980819
RIM,R1,10.15,4.555309348,-10.02503666,-1.58780982
RIM,R1,10.125,4.564035994,-10.01378562,-1.496570288
RIM,R1,10.25,4.57276264,-10.1502477,-1.426524285
RIM,R1,10.35,4.581489286,-10.26145432,-1.350946089
RIM,R1,10.3,4.590215933,-10.22322536,-1.255254237
RIM,R1,10.25,4.598942579,-10.18411152,-1.160332941
RIM,R1,10.175,4.607669225,-10.11926029,-1.063577114
RIM,R1,10.2,4.616395872,-10.15304122,-0.977626676
RIM,R1,10.225,4.625122518,-10.18609079,-0.89116747
RIM,R1,10.3,4.633849164,-10.26824854,-0.808128686
RIM,R1,10.275,4.64257581,-10.24997062,-0.716747768
RIM,R1,10.12,4.651302457,-10.10112416,-0.61781122
RIM,R1,10.2,4.660029103,-10.18602125,-0.533826754
RIM,R1,10.075,4.668755749,-10.06541083,-0.439465328
RIM,R1,10.05,4.677482395,-10.04387781,-0.350739942
RIM,R1,10,4.686209042,-9.99657325,-0.261769483
RIM,R1,10.05,4.694935688,-10.04846934,-0.175396685
RIM,R1,10.075,4.703662334,-10.07461637,-0.087919845
RIM,R1,10.2,4.71238898,-10.2,-2.01182E-13
RIM,R1,10.25,4.721115627,-10.24960971,0.089446989
RIM,R1,10.1,4.729842273,-10.09846172,0.176269305
RIM,R1,10.175,4.738568919,-10.17151328,0.266350449
RIM,R1,10.3,4.747295565,-10.29372552,0.359464816
RIM,R1,10.325,4.756022212,-10.31517289,0.450370175
RIM,R1,10.2,4.764748858,-10.18602125,0.533826754
RIM,R1,10.225,4.773475504,-10.20592831,0.624221317
RIM,R1,10.1,4.78220215,-10.07539691,0.704540385
RIM,R1,10.05,4.790928797,-10.0190192,0.788513912
RIM,R1,10.15,4.799655443,-10.11137619,0.884630789
RIM,R1,10.175,4.808382089,-10.12815632,0.975230532
RIM,R1,10.25,4.817108736,-10.19384943,1.071416748
RIM,R1,10.35,4.825835382,-10.28346871,1.171653262
RIM,R1,10.25,4.834562028,-10.17359805,1.24916077
RIM,R1,10.225,4.843288674,-10.13752371,1.334630315
RIM,R1,10.125,4.852015321,-10.0264642,1.409127647
RIM,R1,10.175,4.860741967,-10.06323641,1.503960758
RIM,R1,10.1,4.869468613,-9.97565224,1.579988097
RIM,R1,10.075,4.878195259,-9.936827435,1.662854629
RIM,R1,10,4.886921906,-9.84807753,1.736481777
RIM,R1,10.1,4.895648552,-9.930874566,1.840578807
RIM,R1,10.15,4.904375198,-9.963515912,1.936711303
RIM,R1,10.125,4.913101844,-9.921737634,2.018600336
RIM,R1,10.25,4.921828491,-10.02601291,2.131094831
RIM,R1,10.35,4.930555137,-10.10466367,2.240150004
RIM,R1,10.3,4.939281783,-10.03601167,2.31699586
RIM,R1,10.25,4.948008429,-9.966791684,2.39281498
RIM,R1,10.175,4.956735076,-9.872759015,2.461555288
RIM,R1,10.2,4.965461722,-9.875105932,2.553876041
RIM,R1,10.225,4.974188368,-9.876591574,2.646424736
RIM,R1,10.3,4.982915014,-9.925393668,2.752555274
RIM,R1,10.275,4.991641661,-9.876963926,2.832173831
RIM,R1,10.12,5.000368307,-9.703255717,2.874235288
RIM,R1,10.2,5.009094953,-9.754308511,2.982191388
RIM,R1,10.075,5.017821599,-9.608698279,3.02961093
RIM,R1,10.05,5.026548246,-9.558117989,3.105620793
RIM,R1,10,5.035274892,-9.483236552,3.173046564
RIM,R1,10.05,5.044001538,-9.502461685,3.271959952
RIM,R1,10.075,5.052728185,-9.497113023,3.363104107
RIM,R1,10.2,5.061454831,-9.584864732,3.488605462
RIM,R1,10.25,5.070181477,-9.60088994,3.589625658
RIM,R1,10.1,5.078908123,-9.429162308,3.61951629
RIM,R1,10.175,5.08763477,-9.466998754,3.729149982
RIM,R1,10.3,5.096361416,-9.549993702,3.858447912
RIM,R1,10.325,5.105088062,-9.539056173,3.951206439
RIM,R1,10.2,5.113814708,-9.389149505,3.985457511
RIM,R1,10.225,5.122541355,-9.376939261,4.07720923
RIM,R1,10.1,5.131268001,-9.226809122,4.108040095
RIM,R1,10.05,5.139994647,-9.145110772,4.167667089
RIM,R1,10.15,5.148721293,-9.199024038,4.289575357
RIM,R1,10.175,5.15744794,-9.183805268,4.38045041
RIM,R1,10.25,5.166174586,-9.212638975,4.493304255
RIM,R1,10.35,5.174901232,-9.262570643,4.618147366
RIM,R1,10.25,5.183627878,-9.132816873,4.653402622
RIM,R1,10.225,5.192354525,-9.069685769,4.72137957
RIM,R1,10.125,5.201081171,-8.939844378,4.753399573
RIM,R1,10.175,5.209807817,-8.941964121,4.855090386
RIM,R1,10.1,5.218534463,-8.833659042,4.896577164
RIM,R1,10.075,5.22726111,-8.768833637,4.961167368
RIM,R1,10,5.235987756,-8.660254038,5
RIM,R1,10.1,5.244714402,-8.70245452,5.126137466
RIM,R1,10.15,5.253441049,-8.700248102,5.22763646
RIM,R1,10.125,5.262167695,-8.632981664,5.290297968
RIM,R1,10.25,5.270894341,-8.692492986,5.431672458
RIM,R1,10.35,5.279620987,-8.729101464,5.561050946
RIM,R1,10.3,5.288347634,-8.63830685,5.609782061
RIM,R1,10.25,5.29707428,-8.547329676,5.657354099
RIM,R1,10.175,5.305800926,-8.435457301,5.689787793
RIM,R1,10.2,5.314527572,-8.406087124,5.777343617
RIM,R1,10.225,5.323254219,-8.375829653,5.864819062
RIM,R1,10.3,5.331980865,-8.385389839,5.981240444
RIM,R1,10.275,5.340707511,-8.312649617,6.039493467
RIM,R1,10.12,5.349434157,-8.135031429,6.019606602
RIM,R1,10.2,5.358160804,-8.146082202,6.138513236
RIM,R1,10.075,5.36688745,-7.993034903,6.133271397
RIM,R1,10.05,5.375614096,-7.919508074,6.187397827
RIM,R1,10,5.384340742,-7.826081569,6.225146366
RIM,R1,10.05,5.393067389,-7.810316913,6.32466993
RIM,R1,10.075,5.401794035,-7.774117678,6.408488069
RIM,R1,10.2,5.410520681,-7.81365332,6.556433619
RIM,R1,10.25,5.419247327,-7.794161147,6.656842495
RIM,R1,10.1,5.427973974,-7.62256676,6.626196193
RIM,R1,10.175,5.43670062,-7.620624459,6.742158991
RIM,R1,10.3,5.445427266,-7.654391702,6.892045245
RIM,R1,10.325,5.454153912,-7.612388503,6.975468894
RIM,R1,10.2,5.462880559,-7.459807757,6.956383273
RIM,R1,10.225,5.471607205,-7.416952944,7.038425536
RIM,R1,10.1,5.480333851,-7.265331983,7.016049542
RIM,R1,10.05,5.489060498,-7.168167014,7.044138106
RIM,R1,10.15,5.497787144,-7.177133829,7.177133829
RIM,R1,10.175,5.50651379,-7.131751764,7.25732332
RIM,R1,10.25,5.515240436,-7.120248297,7.373232953
RIM,R1,10.35,5.523967083,-7.124469858,7.50762474
RIM,R1,10.25,5.532693729,-6.990483191,7.496375442
RIM,R1,10.225,5.541420375,-6.907909873,7.538660769
RIM,R1,10.125,5.550147021,-6.774947389,7.524341358
RIM,R1,10.175,5.558873668,-6.742158991,7.620624459
RIM,R1,10.1,5.567600314,-6.626196193,7.62256676
RIM,R1,10.075,5.57632696,-6.543189087,7.661090103
RIM,R1,10,5.585053606,-6.427876097,7.660444431
RIM,R1,10.1,5.593780253,-6.424390025,7.793408292
RIM,R1,10.15,5.602506899,-6.387601969,7.888031509
RIM,R1,10.125,5.611233545,-6.302960696,7.923907588
RIM,R1,10.25,5.619960191,-6.310530122,8.077110224
RIM,R1,10.35,5.628686838,-6.30068079,8.211207072
RIM,R1,10.3,5.637413484,-6.198694738,8.225945753
RIM,R1,10.25,5.64614013,-6.096933564,8.239532821
RIM,R1,10.175,5.654866776,-5.980714942,8.231747918
RIM,R1,10.2,5.663593423,-5.923170148,8.303978287
RIM,R1,10.225,5.672320069,-5.864819062,8.375829653
RIM,R1,10.3,5.681046715,-5.83398424,8.488499743
RIM,R1,10.275,5.689773362,-5.745707083,8.518361058
RIM,R1,10.12,5.698500008,-5.585602291,8.438924519
RIM,R1,10.2,5.707226654,-5.555318157,8.554439793
RIM,R1,10.075,5.7159533,-5.413293554,8.497168817
RIM,R1,10.05,5.724679947,-5.325688606,8.522883366
RIM,R1,10,5.733406593,-5.224985647,8.526401644
RIM,R1,10.05,5.742133239,-5.176132653,8.614531372
RIM,R1,10.075,5.750859885,-5.113449007,8.680913791
RIM,R1,10.2,5.759586532,-5.1,8.833459119
RIM,R1,10.25,5.768313178,-5.047341491,8.921145883
RIM,R1,10.1,5.777039824,-4.896577164,8.833659042
RIM,R1,10.175,5.78576647,-4.855090386,8.941964121
RIM,R1,10.3,5.794493117,-4.835557097,9.094360206
RIM,R1,10.325,5.803219763,-4.767554432,9.158386853
RIM,R1,10.2,5.811946409,-4.630703097,9.088266547
RIM,R1,10.225,5.820673055,-4.562372639,9.150703847
RIM,R1,10.1,5.829399702,-4.427548583,9.077819868
RIM,R1,10.05,5.838126348,-4.326636523,9.070982108
RIM,R1,10.15,5.846852994,-4.289575357,9.199024038
RIM,R1,10.175,5.85557964,-4.219503744,9.258855931
RIM,R1,10.25,5.864306287,-4.169050592,9.363840941
RIM,R1,10.35,5.873032933,-4.127052863,9.49157177
RIM,R1,10.25,5.881759579,-4.004994067,9.435174748
RIM,R1,10.225,5.890486225,-3.912938096,9.44666822
RIM,R1,10.125,5.899212872,-3.792891758,9.387736527
RIM,R1,10.175,5.907939518,-3.729149982,9.466998754
RIM,R1,10.1,5.916666164,-3.61951629,9.429162308
RIM,R1,10.075,5.925392811,-3.528339366,9.436972307
RIM,R1,10,5.934119457,-3.420201433,9.396926208
RIM,R1,10.1,5.942846103,-3.371449278,9.52067906
RIM,R1,10.15,5.951572749,-3.304516768,9.597013542
RIM,R1,10.125,5.960299396,-3.212709646,9.601777009
RIM,R1,10.25,5.969026042,-3.167424192,9.748329292
RIM,R1,10.35,5.977752688,-3.112305025,9.87097044
RIM,R1,10.3,5.986479334,-3.011428559,9.849938986
RIM,R1,10.25,5.995205981,-2.911157283,9.827902282
RIM,R1,10.175,6.003932627,-2.804610095,9.780837756
RIM,R1,10.2,6.012659273,-2.725831436,9.829030623
RIM,R1,10.225,6.021385919,-2.646424736,9.876591574
RIM,R1,10.3,6.030112566,-2.578914042,9.971920696
RIM,R1,10.275,6.038839212,-2.485747477,9.969788587
RIM,R1,10.12,6.047565858,-2.362467082,9.840383594
RIM,R1,10.2,6.056292504,-2.294500754,9.938574661
RIM,R1,10.075,6.065019151,-2.18062911,9.836182272
RIM,R1,10.05,6.073745797,-2.089512493,9.830383387
RIM,R1,10,6.082472443,-1.993679344,9.799247046
RIM,R1,10.05,6.091199089,-1.917630404,9.865353194
RIM,R1,10.075,6.099925736,-1.836022919,9.906293194
RIM,R1,10.2,6.108652382,-1.771211412,10.04503908
RIM,R1,10.25,6.117379028,-1.69173796,10.10942742
RIM,R1,10.1,6.126105675,-1.579988097,9.97565224
RIM,R1,10.175,6.134832321,-1.503960758,10.06323641
RIM,R1,10.3,6.143558967,-1.43348294,10.19976111
RIM,R1,10.325,6.152285613,-1.347682935,10.23666819
RIM,R1,10.2,6.16101226,-1.243067303,10.12397075
RIM,R1,10.225,6.169738906,-1.157502861,10.15927222
RIM,R1,10.1,6.178465552,-1.055737479,10.04467114
RIM,R1,10.05,6.187192198,-0.963249813,10.00373179
RIM,R1,10.15,6.195918845,-0.884630789,10.11137619
RIM,R1,10.175,6.204645491,-0.798321299,10.14363387
RIM,R1,10.25,6.213372137,-0.715003856,10.22503152
RIM,R1,10.35,6.222098783,-0.631852384,10.33069516
RIM,R1,10.25,6.23082543,-0.536443551,10.23595273
RIM,R1,10.225,6.239552076,-0.446008236,10.21526807
RIM,R1,10.125,6.248278722,-0.353357404,10.11883212
RIM,R1,10.175,6.257005368,-0.266350449,10.17151328
RIM,R1,10.1,6.265732015,-0.176269305,10.09846172
RIM,R1,10.075,6.274458661,-0.087919845,10.07461637
RIM,R1,10,6.283185307,-3.66603E-13,10
RIM,R0,9.5,0,0,9.5
OUTER,O0,9.5,0.008726646,0.082902087,9.499638269
RIM,R0,9.5,0.017453293,0.165797861,9.498553104
OUTER,O0,9.5,0.026179939,0.248681009,9.496744587
RIM,R0,9.5,0.034906585,0.331545219,9.494212857
OUTER,O0,9.5,0.043633231,0.41438418,9.490958105
RIM,R0,9.5,0.052359878,0.497191584,9.48698058
OUTER,O0,9.5,0.061086524,0.579961126,9.482280585
RIM,R0,9.5,0.06981317,0.662686501,9.476858477
OUTER,O0,9.5,0.078539816,0.745361409,9.47071467
RIM,R0,9.5,0.087266463,0.827979556,9.463849632
OUTER,O0,9.5,0.095993109,0.910534649,9.456263884
RIM,R0,9.5,0.104719755,0.993020401,9.447958006
OUTER,O0,9.5,0.113446401,1.075430531,9.438932629
RIM,R0,9.5,0.122173048,1.157758762,9.429188441
OUTER,O0,9.5,0.130899694,1.239998826,9.418726183
RIM,R0,9.5,0.13962634,1.322144459,9.407546653
OUTER,O0,9.5,0.148352986,1.404189406,9.395650702
RIM,R0,9.5,0.157079633,1.486127418,9.383039236
OUTER,O0,9.5,0.165806279,1.567952256,9.369713215
RIM,R0,9.5,0.174532925,1.649657688,9.355673654
OUTER,O0,9.5,0.183259571,1.731237492,9.340921622
RIM,R0,9.5,0.191986218,1.812685456,9.325458243
OUTER,O0,9.5,0.200712864,1.893995377,9.309284694
RIM,R0,9.5,0.20943951,1.975161063,9.292402207
OUTER,O0,9.5,0.218166156,2.056176332,9.274812068
RIM,R0,9.5,0.226892803,2.137035016,9.256515615
OUTER,O0,9.5,0.235619449,2.217730957,9.237514244
RIM,R0,9.5,0.244346095,2.298258008,9.2178094
OUTER,O0,9.5,0.253072742,2.378610039,9.197402584
RIM,R0,9.5,0.261799388,2.458780928,9.17629535
OUTER,O0,9.5,0.270526034,2.538764573,9.154489305
RIM,R0,9.5,0.27925268,2.61855488,9.131986111
OUTER,O0,9.5,0.287979327,2.698145775,9.108787481
RIM,R0,9.5,0.296705973,2.777531195,9.084895182
OUTER,O0,9.5,0.305432619,2.856705095,9.060311032
RIM,R0,9.5,0.314159265,2.935661447,9.035036905
OUTER,O0,9.5,0.322885912,3.014394236,9.009074724
RIM,R0,9.5,0.331612558,3.092897467,8.982426468
OUTER,O0,9.5,0.340339204,3.171165163,8.955094165
RIM,R0,9.5,0.34906585,3.249191362,8.927079897
OUTER,O0,9.5,0.357792497,3.326970122,8.898385798
RIM,R0,9.5,0.366519143,3.404495521,8.869014052
OUTER,O0,9.5,0.375245789,3.481761654,8.838966896
RIM,R0,9.5,0.383972435,3.558762637,8.808246618
OUTER,O0,9.5,0.392699082,3.635492607,8.776855559
RIM,R0,9.5,0.401425728,3.711945721,8.744796108
OUTER,O0,9.5,0.410152374,3.788116155,8.712070707
RIM,R0,9.5,0.41887902,3.863998109,8.678681848
OUTER,O0,9.5,0.427605667,3.939585805,8.644632073
RIM,R0,9.5,0.436332313,4.014873487,8.609923977
OUTER,O0,9.5,0.445058959,4.08985542,8.574560201
RIM,R0,9.5,0.453785606,4.164525894,8.53854344
OUTER,O0,9.5,0.462512252,4.238879225,8.501876435
RIM,R0,9.5,0.471238898,4.312909748,8.46456198
OUTER,O0,9.5,0.479965544,4.386611826,8.426602915
RIM,R0,9.5,0.488692191,4.459979846,8.388002132
OUTER,O0,9.5,0.497418837,4.533008222,8.34876257
RIM,R0,9.5,0.506145483,4.605691392,8.308887218
OUTER,O0,9.5,0.514872129,4.678023821,8.268379111
RIM,R0,9.5,0.523598776,4.75,8.227241336
OUTER,O0,9.5,0.532325422,4.821614448,8.185477024
RIM,R0,9.5,0.541052068,4.892861712,8.143089357
OUTER,O0,9.5,0.549778714,4.963736365,8.100081561
RIM,R0,9.5,0.558505361,5.03423301,8.056456913
OUTER,O0,9.5,0.567232007,5.104346279,8.012218735
RIM,R0,9.5,0.575958653,5.174070833,7.967370395
OUTER,O0,9.5,0.584685299,5.24340136,7.92191531
RIM,R0,9.5,0.593411946,5.312332583,7.875856939
OUTER,O0,9.5,0.602138592,5.380859251,7.829198792
RIM,R0,9.5,0.610865238,5.448976145,7.781944421
OUTER,O0,9.5,0.619591884,5.516678079,7.734097424
RIM,R0,9.5,0.628318531,5.583959897,7.685661447
OUTER,O0,9.5,0.637045177,5.650816474,7.636640176
RIM,R0,9.5,0.645771823,5.71724272,7.587037345
OUTER,O0,9.5,0.654498469,5.783233576,7.536856733
RIM,R0,9.5,0.663225116,5.848784016,7.486102159
OUTER,O0,9.5,0.671951762,5.913889048,7.43477749
RIM,R0,9.5,0.680678408,5.978543715,7.382886634
OUTER,O0,9.5,0.689405055,6.042743093,7.330433542
RIM,R0,9.5,0.698131701,6.106482292,7.27742221
OUTER,O0,9.5,0.706858347,6.169756459,7.223856673
RIM,R0,9.5,0.715584993,6.232560775,7.169741012
OUTER,O0,9.5,0.72431164,6.294890458,7.115079347
RIM,R0,9.5,0.733038286,6.35674076,7.059875842
OUTER,O0,9.5,0.741764932,6.418106972,7.0041347
RIM,R0,9.5,0.750491578,6.478984421,6.947860165
OUTER,O0,9.5,0.759218225,6.539368469,6.891056525
RIM,R0,9.5,0.767944871,6.599254519,6.833728103
OUTER,O0,9.5,0.776671517,6.658638011,6.775879267
RIM,R0,9.5,0.785398163,6.717514421,6.717514421
OUTER,O0,9.5,0.79412481,6.775879267,6.658638011
RIM,R0,9.5,0.802851456,6.833728103,6.599254519
OUTER,O0,9.5,0.811578102,6.891056525,6.539368469
RIM,R0,9.5,0.820304748,6.947860165,6.478984421
OUTER,O0,9.5,0.829031395,7.0041347,6.418106972
RIM,R0,9.5,0.837758041,7.059875842,6.35674076
OUTER,O0,9.5,0.846484687,7.115079347,6.294890458
RIM,R0,9.5,0.855211333,7.169741012,6.232560775
OUTER,O0,9.5,0.86393798,7.223856673,6.169756459
RIM,R0,9.5,0.872664626,7.27742221,6.106482292
OUTER,O0,9.5,0.881391272,7.330433542,6.042743093
RIM,R0,9.5,0.890117919,7.382886634,5.978543715
OUTER,O0,9.5,0.898844565,7.43477749,5.913889048
RIM,R0,9.5,0.907571211,7.486102159,5.848784016
OUTER,O0,9.5,0.916297857,7.536856733,5.783233576
RIM,R0,9.5,0.925024504,7.587037345,5.71724272
OUTER,O0,9.5,0.93375115,7.636640176,5.650816474
RIM,R0,9.5,0.942477796,7.685661447,5.583959897
OUTER,O0,9.5,0.951204442,7.734097424,5.516678079
RIM,R0,9.5,0.959931089,7.781944421,5.448976145
OUTER,O0,9.5,0.968657735,7.829198792,5.380859251
RIM,R0,9.5,0.977384381,7.875856939,5.312332583
OUTER,O0,9.5,0.986111027,7.92191531,5.24340136
RIM,R0,9.5,0.994837674,7.967370395,5.174070833
OUTER,O0,9.5,1.00356432,8.012218735,5.104346279
RIM,R0,9.5,1.012290966,8.056456913,5.03423301
OUTER,O0,9.5,1.021017612,8.100081561,4.963736365
RIM,R0,9.5,1.029744259,8.143089357,4.892861712
OUTER,O0,9.5,1.038470905,8.185477024,4.821614448
RIM,R0,9.5,1.047197551,8.227241336,4.75
OUTER,O0,9.5,1.055924197,8.268379111,4.678023821
RIM,R0,9.5,1.064650844,8.308887218,4.605691392
OUTER,O0,9.5,1.07337749,8.34876257,4.533008222
RIM,R0,9.5,1.082104136,8.388002132,4.459979846
OUTER,O0,9.5,1.090830782,8.426602915,4.386611826
RIM,R0,9.5,1.099557429,8.46456198,4.312909748
OUTER,O0,9.5,1.108284075,8.501876435,4.238879225
RIM,R0,9.5,1.117010721,8.53854344,4.164525894
OUTER,O0,9.5,1.125737368,8.574560201,4.08985542
RIM,R0,9.5,1.134464014,8.609923977,4.014873487
OUTER,O0,9.5,1.14319066,8.644632073,3.939585805
RIM,R0,9.5,1.151917306,8.678681848,3.863998109
OUTER,O0,9.5,1.160643953,8.712070707,3.788116155
RIM,R0,9.5,1.169370599,8.744796108,3.711945721
OUTER,O0,9.5,1.178097245,8.776855559,3.635492607
RIM,R0,9.5,1.186823891,8.808246618,3.558762637
OUTER,O0,9.5,1.195550538,8.838966896,3.481761654
RIM,R0,9.5,1.204277184,8.869014052,3.404495521
OUTER,O0,9.5,1.21300383,8.898385798,3.326970122
RIM,R0,9.5,1.221730476,8.927079897,3.249191362
OUTER,O0,9.5,1.230457123,8.955094165,3.171165163
RIM,R0,9.5,1.239183769,8.982426468,3.092897467
OUTER,O0,9.5,1.247910415,9.009074724,3.014394236
RIM,R0,9.5,1.256637061,9.035036905,2.935661447
OUTER,O0,9.5,1.265363708,9.060311032,2.856705095
RIM,R0,9.5,1.274090354,9.084895182,2.777531195
OUTER,O0,9.5,1.282817,9.108787481,2.698145775
RIM,R0,9.5,1.291543646,9.131986111,2.61855488
OUTER,O0,9.5,1.300270293,9.154489305,2.538764573
RIM,R0,9.5,1.308996939,9.17629535,2.458780928
OUTER,O0,9.5,1.317723585,9.197402584,2.378610039
RIM,R0,9.5,1.326450232,9.2178094,2.298258008
OUTER,O0,9.5,1.335176878,9.237514244,2.217730957
RIM,R0,9.5,1.343903524,9.256515615,2.137035016
OUTER,O0,9.5,1.35263017,9.274812068,2.056176332
RIM,R0,9.5,1.361356817,9.292402207,1.975161063
OUTER,O0,9.5,1.370083463,9.309284694,1.893995377
RIM,R0,9.5,1.378810109,9.325458243,1.812685456
OUTER,O0,9.5,1.387536755,9.340921622,1.731237492
RIM,R0,9.5,1.396263402,9.355673654,1.649657688
OUTER,O0,9.5,1.404990048,9.369713215,1.567952256
RIM,R0,9.5,1.413716694,9.383039236,1.486127418
OUTER,O0,9.5,1.42244334,9.395650702,1.404189406
RIM,R0,9.5,1.431169987,9.407546653,1.322144459
OUTER,O0,9.5,1.439896633,9.418726183,1.239998826
RIM,R0,9.5,1.448623279,9.429188441,1.157758762
OUTER,O0,9.5,1.457349925,9.438932629,1.075430531
RIM,R0,9.5,1.466076572,9.447958006,0.993020401
OUTER,O0,9.5,1.474803218,9.456263884,0.910534649
RIM,R0,9.5,1.483529864,9.463849632,0.827979556
OUTER,O0,9.5,1.49225651,9.47071467,0.745361409
RIM,R0,9.5,1.500983157,9.476858477,0.662686501
OUTER,O0,9.5,1.509709803,9.482280585,0.579961126
RIM,R0,9.5,1.518436449,9.48698058,0.497191584
OUTER,O0,9.5,1.527163095,9.490958105,0.41438418
RIM,R0,9.5,1.535889742,9.494212857,0.331545219
OUTER,O0,9.5,1.544616388,9.496744587,0.248681009
RIM,R0,9.5,1.553343034,9.498553104,0.165797861
OUTER,O0,9.5,1.562069681,9.499638269,0.082902087
RIM,R0,9.5,1.570796327,9.5,5.81946E-16
OUTER,O0,9.5,1.579522973,9.499638269,-0.082902087
RIM,R0,9.5,1.588249619,9.498553104,-0.165797861
OUTER,O0,9.5,1.596976266,9.496744587,-0.248681009
RIM,R0,9.5,1.605702912,9.494212857,-0.331545219
OUTER,O0,9.5,1.614429558,9.490958105,-0.41438418
RIM,R0,9.5,1.623156204,9.48698058,-0.497191584
OUTER,O0,9.5,1.631882851,9.482280585,-0.579961126
RIM,R0,9.5,1.640609497,9.476858477,-0.662686501
OUTER,O0,9.5,1.649336143,9.47071467,-0.745361409
RIM,R0,9.5,1.658062789,9.463849632,-0.827979556
OUTER,O0,9.5,1.666789436,9.456263884,-0.910534649
RIM,R0,9.5,1.675516082,9.447958006,-0.993020401
OUTER,O0,9.5,1.684242728,9.438932629,-1.075430531
RIM,R0,9.5,1.692969374,9.429188441,-1.157758762
OUTER,O0,9.5,1.701696021,9.418726183,-1.239998826
RIM,R0,9.5,1.710422667,9.407546653,-1.322144459
OUTER,O0,9.5,1.719149313,9.395650702,-1.404189406
RIM,R0,9.5,1.727875959,9.383039236,-1.486127418
OUTER,O0,9.5,1.736602606,9.369713215,-1.567952256
RIM,R0,9.5,1.745329252,9.355673654,-1.649657688
OUTER,O0,9.5,1.754055898,9.340921622,-1.731237492
RIM,R0,9.5,1.762782545,9.325458243,-1.812685456
OUTER,O0,9.5,1.771509191,9.309284694,-1.893995377
RIM,R0,9.5,1.780235837,9.292402207,-1.975161063
OUTER,O0,9.5,1.788962483,9.274812068,-2.056176332
RIM,R0,9.5,1.79768913,9.256515615,-2.137035016
OUTER,O0,9.5,1.806415776,9.237514244,-2.217730957
RIM,R0,9.5,1.815142422,9.2178094,-2.298258008
OUTER,O0,9.5,1.823869068,9.197402584,-2.378610039
RIM,R0,9.5,1.832595715,9.17629535,-2.458780928
OUTER,O0,9.5,1.841322361,9.154489305,-2.538764573
RIM,R0,9.5,1.850049007,9.131986111,-2.61855488
OUTER,O0,9.5,1.858775653,9.108787481,-2.698145775
RIM,R0,9.5,1.8675023,9.084895182,-2.777531195
OUTER,O0,9.5,1.876228946,9.060311032,-2.856705095
